Taxon,PA1,PS4,PS5,PS6,PS7,PS9
JAOTVV01_sp029862935_nosZII,0.0,0.0,0.0,0.0,0.0,2125.87745592
JAOTWJ01_sp029862925_nosZII,0.0,0.0,0.0,3284.39179017,0.0,0.0
JAOTYK01_sp029861955_nosZII,0.0,2902.16395587,2756.15725531,0.0,2708.74154915,2319.13904282
JAOUPR01_sp029879725_nosZII,0.0,0.0,0.0,2052.74486886,0.0,0.0
JASJAX01_sp030066755_nosZII,0.0,2048.58632179,0.0,0.0,0.0,2512.40062972
JAUVPY01_sp030598425_nosZII,0.0,4097.17264359,3674.87634041,6774.05806723,5078.89040466,5797.84760705
JAUZRW01_sp030950085_nosZII,0.0,0.0,0.0,0.0,2370.14885551,0.0
Lutimonas_sp020347545_nosZII,0.0,1707.15526816,1837.43817021,0.0,0.0,0.0
Lutimonas_sp024644745_nosZII,0.0,0.0,1837.43817021,0.0,0.0,0.0
PFL25_sp937968125_nosZII,0.0,1707.15526816,2572.41343829,0.0,2370.14885551,3671.97015113
PLA2_sp011525755_nosZII,0.0,0.0,0.0,4310.7642246,0.0,0.0
QQUD01_sp008501785_nosZII,0.0,0.0,0.0,0.0,1692.96346822,0.0
RBG-16-57-11_sp001795165_nosZII,8426.87160818,0.0,0.0,0.0,0.0,2125.87745592
Robiginitalea_sp006227965_nosZII,0.0,3585.02606314,0.0,0.0,0.0,0.0
SG8-38_sp020351445_nosZII,0.0,4267.8881704,3674.87634041,0.0,2370.14885551,3092.18539043
SG8-38_sp024640845_nosZII,0.0,1707.15526816,2388.66962127,0.0,0.0,0.0
SZUA-318_sp003248075_nosZII,0.0,0.0,0.0,2052.74486886,0.0,0.0
SZUA-442_sp030066265_nosZII,0.0,2902.16395587,0.0,0.0,0.0,0.0
SZUA-448_sp003252135_nosZII,0.0,0.0,0.0,2258.01935574,0.0,0.0
Sulfomarinibacter_sp029938595_nosZII,0.0,6145.75896538,2021.18198723,2052.74486886,0.0,3092.18539043
Sulfuricystis_sp018333815_nosZII,7223.03280702,0.0,0.0,0.0,0.0,0.0
UBA11865_sp003519205_nosZII,0.0,7340.7676531,5144.82687658,6568.78358034,5925.37213876,6957.41712847
UBA11865_sp024638855_nosZII,0.0,6657.90554583,2572.41343829,3489.66627706,3724.51963008,3478.70856423
Unclassified_Species_nosZII,38522.84163741,16559.40610117,15801.96826377,53987.19005092,14728.7821735,22804.86725441
VFZN01_sp020851835_nosZII,0.0,0.0,0.0,3284.39179017,0.0,0.0
WVWW01_sp011773795_nosZII,0.0,4267.8881704,5144.82687658,4721.31319837,7110.44656652,6184.37078086
WVYX01_sp020350425_nosZII,0.0,0.0,0.0,3900.21525083,0.0,2319.13904282
WVZY01_sp011772205_nosZII,0.0,4438.60369722,2204.92580425,0.0,0.0,0.0
WYBL01_sp011526565_nosZII,0.0,0.0,0.0,3900.21525083,0.0,0.0
unclassified,349915.81153984,260511.89392147,285721.63546697,276299.45934806,263255.81930798,280229.30100763
